# Time Mag MagErr
2699.487600 -0.017066 0.000647
2699.494544 0.002145 0.000655
2699.501489 0.021370 0.000664
2699.508433 0.037577 0.000670
2699.515378 0.052473 0.000677
2699.522322 0.067225 0.000684
2699.529266 0.079213 0.000690
2699.536211 0.089977 0.000695
2699.543155 0.100993 0.000700
2699.550100 0.109385 0.000705
2699.557044 0.118781 0.000709
2699.563988 0.125814 0.000713
2699.570933 0.132089 0.000716
2699.577877 0.138283 0.000719
2699.584822 0.142039 0.000722
2699.591766 0.142885 0.000723
2699.598710 0.143640 0.000723
2699.605655 0.139764 0.000722
2699.612599 0.130768 0.000718
2699.619544 0.119278 0.000713
2699.626488 0.101077 0.000705
2699.633433 0.075634 0.000694
2699.640377 0.044176 0.000679
2699.647321 0.006746 0.000663
2699.654266 -0.027564 0.000649
2699.661210 -0.049038 0.000640
2699.668155 -0.062131 0.000635
2699.675099 -0.070872 0.000632
2699.682043 -0.076201 0.000630
2699.688988 -0.082817 0.000628
2699.695932 -0.087216 0.000626
2699.702877 -0.091753 0.000625
2699.709821 -0.094413 0.000623
2699.716765 -0.099537 0.000622
2699.723710 -0.106826 0.000619
2699.730654 -0.112454 0.000616
2699.737599 -0.120003 0.000613
2699.744543 -0.125713 0.000611
2699.751487 -0.125637 0.000611
2699.758432 -0.125535 0.000610
2699.765376 -0.119027 0.000612
2699.772321 -0.107740 0.000617
2699.779265 -0.095045 0.000622
2699.786209 -0.080045 0.000627
2699.793154 -0.062078 0.000634
2699.800098 -0.044562 0.000641
2699.807043 -0.024908 0.000648
2699.813987 -0.006151 0.000656
2699.820931 0.011054 0.000663
2699.827876 0.029336 0.000671
2699.834820 0.045057 0.000677
2699.841765 0.059849 0.000683
2699.848709 0.073388 0.000689
2699.855653 0.085486 0.000694
2699.862598 0.097722 0.000699
2699.869542 0.106989 0.000703
2699.876487 0.117228 0.000707
2699.883431 0.124249 0.000710
2699.890375 0.132602 0.000715
2699.897320 0.136545 0.000716
2699.904264 0.141773 0.000719
2699.911209 0.142218 0.000719
2699.918153 0.142337 0.000718
2699.925097 0.137261 0.000716
2699.932042 0.128956 0.000712
2699.938986 0.115484 0.000705
2699.945931 0.094327 0.000695
2699.952875 0.069835 0.000684
2699.959819 0.040800 0.000671
2699.966764 0.011179 0.000658
2699.973708 -0.014685 0.000647
2699.980653 -0.037680 0.000637
2699.987597 -0.054480 0.000630
2699.994541 -0.070997 0.000624
2700.001486 -0.089467 0.000616
2700.008430 -0.109901 0.000608
2700.015375 -0.126318 0.000601
2700.022319 -0.135245 0.000597
2700.029263 -0.136971 0.000597
2700.036208 -0.135799 0.000596
2700.043152 -0.131161 0.000598
2700.050097 -0.125895 0.000599
2700.057041 -0.116773 0.000602
2700.063985 -0.108600 0.000605
2700.070930 -0.095857 0.000609
2700.077874 -0.086950 0.000612
2700.084819 -0.074937 0.000616
2700.091763 -0.063707 0.000619
2700.098707 -0.051340 0.000624
2700.105652 -0.038416 0.000628
2700.112596 -0.025333 0.000633
2700.119541 -0.012638 0.000637
2700.126485 0.001078 0.000643
2700.133429 0.013390 0.000647
2700.140374 0.028603 0.000653
2700.147318 0.040707 0.000658
2700.154263 0.052522 0.000662
2700.161207 0.064789 0.000667
2700.168151 0.074760 0.000671
2700.175096 0.086103 0.000676
2700.182040 0.092247 0.000679
2700.188985 0.100481 0.000683
2700.195929 0.108369 0.000687
2700.202873 0.115218 0.000690
2700.209818 0.120393 0.000693
2700.216762 0.124003 0.000694
2700.223707 0.126738 0.000696
2700.230651 0.126989 0.000696
2700.237595 0.123054 0.000694
2700.244540 0.115068 0.000691
2700.251484 0.102635 0.000685
2700.258429 0.087498 0.000679
2700.265373 0.064728 0.000669
2700.272317 0.040343 0.000659
2700.279262 0.012125 0.000647
2700.286206 -0.013508 0.000636
2700.293151 -0.036633 0.000627
2700.300095 -0.052475 0.000621
2700.307039 -0.064217 0.000616
2700.313984 -0.073818 0.000612
2700.320928 -0.084812 0.000607
2700.327873 -0.094345 0.000603
2700.334817 -0.102129 0.000600
2700.341761 -0.108828 0.000597
2700.348706 -0.114430 0.000595
2700.355650 -0.119418 0.000593
2700.362595 -0.122756 0.000591
2700.369539 -0.129731 0.000588
2700.376483 -0.133845 0.000586
2700.383428 -0.131231 0.000587
2700.390372 -0.122774 0.000589
2700.397317 -0.110701 0.000593
2700.404261 -0.095597 0.000598
2700.411205 -0.077506 0.000605
2700.418150 -0.056909 0.000612
2700.425094 -0.037380 0.000619
2700.432039 -0.016167 0.000627
2700.438983 0.004809 0.000635
2700.445927 0.024978 0.000643
2700.452872 0.042337 0.000650
2700.459816 0.056809 0.000656
2700.466761 0.071080 0.000661
2700.473705 0.084087 0.000667
2700.480649 0.094538 0.000671
2700.487594 0.105663 0.000676
2700.494538 0.113603 0.000679
2700.501483 0.121481 0.000683
2700.508427 0.128125 0.000685
2700.515371 0.133891 0.000688
2700.522316 0.137698 0.000690
2700.529260 0.140048 0.000691
2700.536205 0.140365 0.000691
2700.543149 0.138133 0.000690
2700.550093 0.133099 0.000688
2700.557038 0.125423 0.000685
2700.563982 0.112495 0.000680
2700.570927 0.094652 0.000672
2700.577871 0.071688 0.000662
2700.584815 0.040139 0.000649
2700.591760 0.009822 0.000636
2700.598704 -0.018452 0.000625
2700.605649 -0.041747 0.000616
2700.612593 -0.060699 0.000609
2700.619537 -0.076615 0.000603
2700.626482 -0.088118 0.000599
2700.633426 -0.098102 0.000595
2700.640370 -0.106068 0.000592
2700.647315 -0.111580 0.000590
2700.654259 -0.116011 0.000589
2700.661204 -0.118384 0.000588
2700.668148 -0.121039 0.000587
2700.675092 -0.122246 0.000587
2700.682037 -0.121100 0.000587
2700.688981 -0.117641 0.000589
2700.695926 -0.114362 0.000590
2700.702870 -0.105881 0.000593
2700.709814 -0.097452 0.000597
2700.716759 -0.086965 0.000601
2700.723703 -0.075531 0.000605
2700.730648 -0.061606 0.000610
2700.737592 -0.048623 0.000615
2700.744536 -0.033717 0.000621
2700.751481 -0.018030 0.000627
2700.758425 -0.002066 0.000634
2700.765370 0.014446 0.000640
2700.772314 0.029971 0.000646
2700.779258 0.045404 0.000652
2700.786203 0.060887 0.000658
2700.793147 0.075175 0.000664
2700.800092 0.088514 0.000669
2700.807036 0.100217 0.000675
2700.813980 0.111098 0.000679
2700.820925 0.120310 0.000683
2700.827869 0.129308 0.000687
2700.834814 0.136476 0.000690
2700.841758 0.143364 0.000693
2700.848702 0.145727 0.000694
2700.855647 0.147634 0.000694
2700.862591 0.147975 0.000694
2700.869536 0.144230 0.000692
2700.876480 0.135499 0.000688
2700.883424 0.121412 0.000682
2700.890369 0.102894 0.000674
2700.897313 0.078773 0.000663
2700.904258 0.051594 0.000652
2700.911202 0.021376 0.000640
2700.918146 -0.008323 0.000628
2700.925091 -0.033132 0.000618
2700.932035 -0.053896 0.000610
2700.938980 -0.070135 0.000604
2700.945924 -0.086879 0.000598
2700.952868 -0.105768 0.000591
2700.959813 -0.121894 0.000585
2700.966757 -0.129644 0.000583
2700.973701 -0.137242 0.000579
2700.980646 -0.142308 0.000578
2700.987590 -0.142401 0.000578
2700.994535 -0.142441 0.000577
2701.001479 -0.138157 0.000579
2701.008423 -0.131319 0.000581
2701.015368 -0.122437 0.000584
2701.022312 -0.109875 0.000589
2701.029257 -0.094951 0.000594
2701.036201 -0.080480 0.000599
2701.043145 -0.062649 0.000605
2701.050090 -0.045831 0.000611
2701.057034 -0.027079 0.000618
2701.063979 -0.009424 0.000625
2701.070923 0.005955 0.000630
2701.077867 0.022752 0.000636
2701.084812 0.039052 0.000642
2701.091756 0.051563 0.000647
2701.098701 0.064202 0.000651
2701.105645 0.076196 0.000656
2701.112589 0.085586 0.000659
2701.119534 0.094122 0.000662
2701.126478 0.104760 0.000666
2701.133423 0.113021 0.000670
2701.140367 0.120629 0.000672
2701.147311 0.127612 0.000675
2701.154256 0.133727 0.000677
2701.161200 0.138571 0.000680
2701.168145 0.140014 0.000681
2701.175089 0.140430 0.000680
2701.182033 0.134615 0.000677
2701.188978 0.126804 0.000674
2701.195922 0.113215 0.000668
2701.202866 0.092849 0.000660
2701.209811 0.065453 0.000649
2701.216755 0.037164 0.000637
2701.223700 0.009516 0.000627
2701.230644 -0.013185 0.000618
2701.237588 -0.033417 0.000610
2701.244533 -0.048374 0.000605
2701.251477 -0.059445 0.000601
2701.258422 -0.069897 0.000597
2701.265366 -0.078868 0.000594
2701.272310 -0.087530 0.000591
2701.279255 -0.096018 0.000588
2701.286199 -0.103759 0.000585
2701.293144 -0.110469 0.000583
2701.300088 -0.120836 0.000579
2701.307032 -0.128399 0.000576
2701.313977 -0.135713 0.000574
2701.320921 -0.137626 0.000573
2701.327866 -0.135976 0.000573
2701.334810 -0.130545 0.000575
2701.341754 -0.120955 0.000578
2701.348699 -0.109114 0.000582
2701.355643 -0.092690 0.000588
2701.362587 -0.075715 0.000594
2701.369532 -0.057440 0.000601
2701.376476 -0.036114 0.000609
2701.383421 -0.015008 0.000616
2701.390365 0.004430 0.000623
2701.397309 0.024954 0.000631
2701.404254 0.041184 0.000636
2701.411198 0.058994 0.000643
2701.418143 0.073103 0.000649
2701.425087 0.085135 0.000653
2701.432031 0.098205 0.000659
2701.438976 0.107630 0.000662
2701.445920 0.117376 0.000666
2701.452865 0.125134 0.000669
2701.459809 0.132096 0.000672
2701.466753 0.136712 0.000673
2701.473698 0.140641 0.000674
2701.480642 0.141885 0.000674
2701.487587 0.141428 0.000674
2701.494531 0.139856 0.000674
2701.501475 0.134125 0.000671
2701.508420 0.123979 0.000666
2701.515364 0.108705 0.000659
2701.522308 0.088612 0.000651
2701.529253 0.062841 0.000641
2701.536197 0.032635 0.000628
2701.543142 0.004460 0.000618
2701.550086 -0.022567 0.000607
2701.557030 -0.046739 0.000598
2701.563975 -0.068659 0.000590
2701.570919 -0.087085 0.000584
2701.577864 -0.103667 0.000577
2701.584808 -0.114371 0.000574
2701.591752 -0.118510 0.000572
2701.598697 -0.122082 0.000570
2701.605641 -0.124414 0.000570
2701.612586 -0.123423 0.000570
2701.619530 -0.121784 0.000571
2701.626474 -0.118401 0.000572
2701.633419 -0.112436 0.000573
2701.640363 -0.106246 0.000576
2701.647308 -0.098668 0.000578
2701.654252 -0.090228 0.000581
2701.661196 -0.079765 0.000585
2701.668141 -0.069794 0.000589
2701.675085 -0.058119 0.000593
2701.682029 -0.045557 0.000598
2701.688974 -0.032681 0.000603
2701.695918 -0.018782 0.000608
2701.702863 -0.005253 0.000613
2701.709807 0.010275 0.000620
2701.716751 0.022938 0.000624
2701.723696 0.038670 0.000631
2701.730640 0.050333 0.000635
2701.737585 0.064224 0.000641
2701.744529 0.075489 0.000646
2701.751473 0.086448 0.000650
2701.758418 0.096759 0.000655
2701.765362 0.106141 0.000658
2701.772307 0.114523 0.000662
2701.779251 0.123354 0.000665
2701.786195 0.128699 0.000668
2701.793140 0.132900 0.000670
2701.800084 0.134274 0.000670
2701.807028 0.135174 0.000670
2701.813973 0.131809 0.000669
2701.820917 0.124604 0.000666
2701.827862 0.111776 0.000660
2701.834806 0.092330 0.000652
2701.841750 0.070194 0.000643
2701.848695 0.041043 0.000631
2701.855639 0.011712 0.000620
2701.862584 -0.015748 0.000609
2701.869528 -0.037459 0.000602
2701.876472 -0.054199 0.000595
2701.883417 -0.065093 0.000591
2701.890361 -0.077148 0.000586
2701.897306 -0.089874 0.000582
2701.904250 -0.101658 0.000578
2701.911194 -0.109697 0.000575
2701.918139 -0.118321 0.000572
2701.925083 -0.128560 0.000568
2701.932027 -0.136146 0.000566
2701.938972 -0.141763 0.000564
2701.945916 -0.138816 0.000565
2701.952861 -0.133155 0.000567
2701.959805 -0.124038 0.000570
2701.966749 -0.112602 0.000574
2701.973694 -0.099300 0.000578
2701.980638 -0.083422 0.000584
2701.987583 -0.064432 0.000591
2701.994527 -0.044013 0.000598
2702.001471 -0.025995 0.000605
2702.008416 -0.005822 0.000612
2702.015360 0.012406 0.000619
2702.022304 0.029719 0.000626
2702.029249 0.045263 0.000631
2702.036193 0.058265 0.000637
2702.043138 0.071442 0.000641
2702.050082 0.083388 0.000646
2702.057026 0.093656 0.000650
2702.063971 0.102344 0.000653
2702.070915 0.111006 0.000656
2702.077860 0.116163 0.000658
2702.084804 0.123918 0.000661
2702.091748 0.127679 0.000662
2702.098693 0.131436 0.000663
2702.105637 0.136551 0.000665
2702.112581 0.135521 0.000664
2702.119526 0.134787 0.000663
2702.126470 0.128302 0.000660
2702.133415 0.121320 0.000657
2702.140359 0.107945 0.000652
2702.147303 0.088960 0.000644
2702.154248 0.065100 0.000634
2702.161192 0.038685 0.000624
2702.168137 0.008513 0.000612
2702.175081 -0.020361 0.000601
2702.182025 -0.046656 0.000592
2702.188970 -0.066644 0.000585
2702.195914 -0.078322 0.000581
2702.202859 -0.086474 0.000578
2702.209803 -0.094854 0.000575
2702.216747 -0.102525 0.000572
2702.223692 -0.109046 0.000570
2702.230636 -0.115541 0.000568
2702.237580 -0.120880 0.000566
2702.244525 -0.123906 0.000565
2702.251469 -0.127494 0.000564
2702.258414 -0.128009 0.000564
2702.265358 -0.124411 0.000565
2702.272302 -0.118291 0.000567
2702.279247 -0.111067 0.000569
2702.286191 -0.101869 0.000572
2702.293136 -0.091128 0.000576
2702.300080 -0.078816 0.000580
2702.307024 -0.065371 0.000585
2702.313969 -0.049872 0.000591
2702.320913 -0.033047 0.000596
2702.327857 -0.015362 0.000603
2702.334802 0.003948 0.000610
2702.341746 0.023479 0.000617
2702.348691 0.040290 0.000623
2702.355635 0.059391 0.000630
2702.362579 0.072665 0.000635
2702.369524 0.086750 0.000640
2702.376468 0.099307 0.000645
2702.383413 0.109742 0.000648
2702.390357 0.119262 0.000652
2702.397301 0.129830 0.000656
2702.404246 0.137254 0.000659
2702.411190 0.142940 0.000661
2702.418134 0.146110 0.000662
2702.425079 0.151104 0.000664
2702.432023 0.152219 0.000664
2702.438968 0.148946 0.000663
2702.445912 0.142478 0.000660
2702.452856 0.130626 0.000655
2702.459801 0.115480 0.000648
2702.466745 0.094290 0.000640
2702.473689 0.069314 0.000630
2702.480634 0.039127 0.000618
2702.487578 0.005314 0.000605
2702.494523 -0.023375 0.000595
2702.501467 -0.046992 0.000586
2702.508411 -0.064837 0.000581
2702.515356 -0.082180 0.000574
2702.522300 -0.100213 0.000568
2702.529245 -0.115548 0.000562
2702.536189 -0.128097 0.000559
2702.543133 -0.137263 0.000555
2702.550078 -0.142061 0.000553
2702.557022 -0.143219 0.000553
2702.563966 -0.140957 0.000554
2702.570911 -0.136311 0.000555
2702.577855 -0.130132 0.000557
2702.584800 -0.122313 0.000559
2702.591744 -0.111573 0.000563
2702.598688 -0.099967 0.000567
2702.605633 -0.087145 0.000571
2702.612577 -0.073991 0.000575
2702.619522 -0.058277 0.000581
2702.626466 -0.043164 0.000586
2702.633410 -0.026497 0.000592
2702.640355 -0.011362 0.000597
2702.647299 0.006069 0.000603
2702.654243 0.021330 0.000609
2702.661188 0.036690 0.000614
2702.668132 0.050554 0.000619
2702.675077 0.063871 0.000624
2702.682021 0.073897 0.000628
2702.688965 0.085916 0.000632
2702.695910 0.096586 0.000637
2702.702854 0.106709 0.000641
2702.709798 0.116051 0.000644
2702.716743 0.123954 0.000647
2702.723687 0.131534 0.000650
2702.730632 0.137662 0.000652
2702.737576 0.140474 0.000654
2702.744520 0.143293 0.000655
2702.751465 0.140976 0.000653
2702.758409 0.136880 0.000652
2702.765354 0.126990 0.000648
2702.772298 0.113082 0.000643
2702.779242 0.093295 0.000635
2702.786187 0.069073 0.000625
2702.793131 0.042349 0.000615
2702.800075 0.015331 0.000605
2702.807020 -0.012760 0.000594
2702.813964 -0.035120 0.000587
2702.820909 -0.054023 0.000580
2702.827853 -0.067886 0.000575
2702.834797 -0.079065 0.000571
2702.841742 -0.088623 0.000568
2702.848686 -0.100472 0.000564
2702.855630 -0.110087 0.000561
2702.862575 -0.119697 0.000557
2702.869519 -0.127287 0.000555
2702.876464 -0.135105 0.000552
2702.883408 -0.139529 0.000551
2702.890352 -0.141856 0.000550
2702.897297 -0.141184 0.000550
2702.904241 -0.136093 0.000551
2702.911186 -0.128008 0.000554
2702.918130 -0.115740 0.000557
2702.925074 -0.099692 0.000563
2702.932019 -0.082214 0.000569
2702.938963 -0.061641 0.000575
2702.945907 -0.041637 0.000582
2702.952852 -0.019805 0.000589
2702.959796 0.001449 0.000597
2702.966741 0.022015 0.000604
2702.973685 0.038292 0.000610
2702.980629 0.055747 0.000616
2702.987574 0.068079 0.000620
2702.994518 0.082077 0.000626
2703.001462 0.091853 0.000629
2703.008407 0.102346 0.000633
2703.015351 0.111771 0.000637
2703.022296 0.119895 0.000639
2703.029240 0.125005 0.000641
2703.036184 0.132147 0.000643
2703.043129 0.138006 0.000646
2703.050073 0.141523 0.000647
2703.057017 0.142117 0.000647
2703.063962 0.142278 0.000647
2703.070906 0.139402 0.000645
2703.077851 0.132425 0.000642
2703.084795 0.121418 0.000638
2703.091739 0.105097 0.000632
2703.098684 0.082767 0.000623
2703.105628 0.055458 0.000613
2703.112572 0.023560 0.000602
2703.119517 -0.011820 0.000588
2703.126461 -0.041658 0.000578
2703.133406 -0.062396 0.000571
2703.140350 -0.077263 0.000566
2703.147294 -0.090511 0.000562
2703.154239 -0.101099 0.000558
2703.161183 -0.111986 0.000554
2703.168127 -0.119763 0.000551
2703.175072 -0.126740 0.000549
2703.182016 -0.129301 0.000548
2703.188961 -0.131723 0.000547
2703.195905 -0.129629 0.000548
2703.202849 -0.127474 0.000548
2703.209794 -0.122155 0.000550
2703.216738 -0.114578 0.000552
2703.223682 -0.107706 0.000554
2703.230627 -0.097371 0.000558
2703.237571 -0.086466 0.000561
2703.244516 -0.072892 0.000566
2703.251460 -0.059652 0.000570
2703.258404 -0.044969 0.000575
2703.265349 -0.029102 0.000580
2703.272293 -0.014251 0.000585
2703.279237 -0.000178 0.000590
2703.286182 0.017443 0.000597
2703.293126 0.032235 0.000602
2703.300071 0.046741 0.000607
2703.307015 0.061373 0.000612
2703.313959 0.074906 0.000617
2703.320904 0.087915 0.000622
2703.327848 0.099605 0.000626
2703.334792 0.110757 0.000631
2703.341737 0.120889 0.000634
2703.348681 0.129385 0.000637
2703.355626 0.135995 0.000640
2703.362570 0.141925 0.000642
2703.369514 0.144699 0.000644
2703.376459 0.146474 0.000644
2703.383403 0.143687 0.000643
2703.390347 0.137160 0.000640
2703.397292 0.127507 0.000637
2703.404236 0.112039 0.000631
2703.411181 0.090031 0.000623
2703.418125 0.062558 0.000612
2703.425069 0.031216 0.000601
2703.432014 -0.002355 0.000589
2703.438958 -0.032005 0.000579
2703.445902 -0.050775 0.000573
2703.452847 -0.061727 0.000569
2703.459791 -0.073916 0.000565
2703.466736 -0.086635 0.000561
2703.473680 -0.100050 0.000557
2703.480624 -0.113764 0.000552
2703.487569 -0.122073 0.000550
2703.494513 -0.128359 0.000548
2703.501457 -0.132842 0.000546
2703.508402 -0.135851 0.000545
2703.515346 -0.137068 0.000545
2703.522291 -0.135713 0.000545
2703.529235 -0.130695 0.000547
2703.536179 -0.122079 0.000550
2703.543124 -0.110183 0.000553
2703.550068 -0.095338 0.000558
2703.557012 -0.079212 0.000563
2703.563957 -0.061015 0.000569
2703.570901 -0.043419 0.000575
2703.577846 -0.024330 0.000581
2703.584790 -0.006413 0.000588
2703.591734 0.012301 0.000595
2703.598679 0.027919 0.000600
2703.605623 0.043779 0.000605
2703.612567 0.056946 0.000610
2703.619512 0.068590 0.000615
2703.626456 0.080966 0.000619
2703.633401 0.090827 0.000622
2703.640345 0.100409 0.000627
2703.647289 0.108542 0.000630
2703.654234 0.117431 0.000632
2703.661178 0.124887 0.000636
2703.668122 0.131168 0.000638
2703.675067 0.135289 0.000639
2703.682011 0.138632 0.000641
2703.688955 0.140364 0.000641
2703.695900 0.138911 0.000641
2703.702844 0.134236 0.000639
2703.709789 0.124821 0.000636
2703.716733 0.110755 0.000630
2703.723677 0.091995 0.000623
2703.730622 0.067209 0.000614
2703.737566 0.036649 0.000603
2703.744510 0.005236 0.000592
2703.751455 -0.022823 0.000582
2703.758399 -0.048157 0.000573
2703.765344 -0.063274 0.000569
2703.772288 -0.074835 0.000565
2703.779232 -0.085942 0.000561
2703.786177 -0.096422 0.000558
2703.793121 -0.107897 0.000554
2703.800065 -0.118858 0.000551
2703.807010 -0.128002 0.000548
2703.813954 -0.133223 0.000546
2703.820898 -0.135101 0.000545
2703.827843 -0.132826 0.000546
2703.834787 -0.129867 0.000547
2703.841732 -0.124905 0.000549
2703.848676 -0.118128 0.000551
2703.855620 -0.110146 0.000553
2703.862565 -0.097285 0.000558
2703.869509 -0.084888 0.000562
2703.876453 -0.068940 0.000567
2703.883398 -0.053958 0.000572
2703.890342 -0.037095 0.000577
2703.897287 -0.018133 0.000584
2703.904231 -0.000813 0.000590
2703.911175 0.016709 0.000596
2703.918120 0.035506 0.000603
2703.925064 0.052201 0.000608
2703.932008 0.067254 0.000614
2703.938953 0.082486 0.000620
2703.945897 0.095200 0.000624
2703.952841 0.105669 0.000628
2703.959786 0.116228 0.000632
2703.966730 0.122633 0.000634
2703.973675 0.131004 0.000639
2703.980619 0.137951 0.000641
2703.987563 0.142390 0.000642
2703.994508 0.144782 0.000643
2704.001452 0.146997 0.000644
2704.008396 0.146174 0.000643
2704.015341 0.142272 0.000642
2704.022285 0.135231 0.000640
2704.029229 0.122868 0.000635
2704.036174 0.107790 0.000629
2704.043118 0.085457 0.000621
2704.050063 0.056724 0.000610
2704.057007 0.024666 0.000599
2704.063951 -0.008344 0.000587
2704.070896 -0.037570 0.000577
2704.077840 -0.059523 0.000570
2704.084784 -0.078886 0.000563
2704.091729 -0.094272 0.000558
2704.098673 -0.107012 0.000554
2704.105617 -0.118775 0.000551
2704.112562 -0.126528 0.000548
2704.119506 -0.134452 0.000546
2704.126451 -0.137583 0.000545
2704.133395 -0.137482 0.000545
2704.140339 -0.136001 0.000545
2704.147284 -0.132025 0.000546
2704.154228 -0.125094 0.000549
2704.161172 -0.120253 0.000550
2704.168117 -0.113937 0.000552
2704.175061 -0.102890 0.000555
2704.182005 -0.090221 0.000560
2704.188950 -0.075231 0.000564
2704.195894 -0.059463 0.000570
2704.202838 -0.040978 0.000576
2704.209783 -0.025055 0.000581
2704.216727 -0.007318 0.000587
2704.223672 0.010242 0.000593
2704.230616 0.026450 0.000599
2704.237560 0.043062 0.000605
2704.244505 0.056723 0.000610
2704.251449 0.070445 0.000615
2704.258393 0.084525 0.000620
2704.265338 0.096822 0.000625
2704.272282 0.108059 0.000629
2704.279226 0.118905 0.000633
2704.286171 0.128535 0.000637
2704.293115 0.134659 0.000639
2704.300060 0.142440 0.000642
2704.307004 0.147321 0.000644
2704.313948 0.149783 0.000645
2704.320893 0.151103 0.000645
